time,Tset,Ts,Ts2,Ts3,P,Imax,Ip2p,O777,O845,N391,He706,sum_int,V,freq,q,dsep,q_o,D_c,x_pos,y_pos,T_emb,Pset,P_emb,Prms,Rdel,Is,sig1,sig2,subs_type,Rot,tm_el
1571261268,40,29.92,29.18,21.11,1.07,2.4,4.4,13764.94,1301.58,13041.71,6244.8,655243.44,4.7,20,4,4,10,100,0,0,1037.55,1.5,1.52,1.29,-5.6,78,8.26,10.51,0,539.42,180
1571261270,40,29.9,29.1,21.03,1.09,2.4,4.2,13437.51,1269.06,12424.06,5929.07,640370.45,4.72,20,4,4,10,100,0,0,1037.55,2,1.52,1.38,-4.4,78,8.39,9.69,0,523.12,180
1571261271,40,30.34,29.99,21.1,1.48,4.2,6.2,6107.07,747.25,10956.66,3726.75,764891.01,5.19,20,1.5,4,0,100,0,0,1037.55,2,1.96,2.18,-3.2,55,7.86,7.57,0,528.65,180
1571261272,40,31.12,30.95,21.24,1.49,3.4,5.8,6159.8,804.65,11067.9,3681.17,812952.44,5.33,20,1.5,4,1.33,100,0,0,1037.55,2,1.98,1.7,-5.2,51,7.34,6.67,0,522.71,180
1571261274,40,31.82,31.08,21.13,1.47,3.6,6,6323.39,862.92,11318.09,3804.97,835010.88,5.3,20,1.5,4,2.86,100,0,0,1037.55,2,1.94,1.63,-5.2,52,7.25,6.26,0,528.43,180
1571261275,40,32.37,31.21,21.13,1.46,3.4,5.8,6655.37,832.12,11717.95,4048.02,823869.43,5.23,20,1.5,4,4,100,0,0,1037.55,2,1.98,1.65,-5.2,54,7.15,6.18,0,527.02,180
1571261276,40,32.78,31.43,21.19,1.46,3.6,6.2,6636.28,850.48,11656.73,3911.9,790024.79,5.2,20,1.5,4,5.23,100,0,0,1037.55,2,2.05,1.63,-5.6,54,7.16,6.36,0,524.39,180
1571261277,40,33.1,31.51,21.12,1.41,3.6,6.2,6912.09,939.05,11899.78,4197.07,828809.32,5.19,20,1.5,4,6.46,100,0,0,1037.55,2,1.94,1.57,-5.6,52,7.19,6.39,0,537.99,180
1571261279,40,33.39,31.46,21.11,1.47,3.6,6,7084.56,907.88,12097.98,4079.31,858687.61,5.15,20,1.5,4,7.84,100,0,0,1037.55,2,1.99,1.67,-5.2,55,7.07,6.1,0,518.9,180
1571261280,40,33.67,31.73,21.2,1.41,3.6,6,6712.78,905.91,11768.34,3927.54,795669.18,5.16,20,1.5,4,9.24,100,0,0,1037.55,2,1.98,2.13,-5.2,51,7.11,6.13,0,528.46,180
1571261281,40,33.92,32,21.32,1.44,3.6,6.2,6882.65,874.5,11802.46,4090.39,828514.17,5.15,20,1.5,4,10,100,0,0,1037.55,2,2.01,1.67,-5.6,51,7.13,6.29,0,519.04,180
1571261283,40,34.09,32.09,21.28,1.4,3.8,6.4,7180.02,947.18,12198.13,4032,819195.88,5.16,20,1.5,4,10,100,0,0,1037.55,2,1.95,2.07,-5.2,57,7.09,6.42,0,531.87,180
1571261284,40,34.25,31.96,21.18,1.44,3.6,6.2,7310.36,873.88,12136.54,4181.06,787543.83,5.12,20,1.5,4,10,100,0,0,1037.55,2,1.94,1.74,-6,58,7.05,6.15,0,529.99,180
1571261285,40,34.41,31.97,21.14,1.45,3.8,6.2,7041.32,930.18,11933.04,4043.09,805193.19,5.19,20,1.5,4,10,100,0,0,1037.55,2,1.97,1.7,-4.8,55,6.97,5.98,0,534.01,180
1571261287,40,34.51,31.88,20.98,1.43,3.6,6,6907.54,1007.05,12150.34,4138.68,842877.66,5.18,20,1.5,4,10,100,0,0,1037.55,2,2.01,2.12,-4.8,56,6.99,5.96,0,526.13,180
1571261288,40,34.62,31.91,21.13,1.46,3.6,6.2,7265.76,936.95,12452.39,4283.92,865762.81,5.11,20,1.5,4,10,100,0,0,1037.55,2,2,1.63,-5.2,57,6.92,5.84,0,528.13,180
1571261289,40,34.67,32.16,21.12,1.49,3.8,6.4,7007.44,982.9,12531.11,4285.4,851269.84,5.12,20,1.5,4,10,100,0,0,1037.55,2,2.01,1.64,-6,57,7.02,6.23,0,528.85,180
1571261290,40,34.77,32.33,21.1,1.51,3.8,6.4,7651.09,1015.67,12650.47,4416.47,827876.18,5.08,20,1.5,4,10,100,0,0,1037.55,2,2.02,2.22,-5.6,60,7.03,6.23,0,532.76,180
1571261292,40,34.82,32.14,21.06,1.46,3.8,6.4,7005.96,943.98,12059.18,4019.44,797568.96,5.05,20,1.5,4,10,100,0,0,1037.55,2,2.01,1.69,-5.6,60,7.26,6.07,0,527.04,180
1571261293,40,34.89,32.03,21.08,1.49,3.6,6.2,6959.4,904.43,12026.66,4026.71,821352.25,5.1,20,1.5,4,10,100,0,0,1037.55,2,2.05,1.7,-5.6,57,7.05,5.83,0,527.53,180
1571261294,40,35.04,32.17,21.06,1.46,3.6,6,7267.73,920.2,12353.72,4126.73,815590.59,5.2,20,1.5,4,10,100,0,0,1037.55,2,1.96,1.69,-5.6,55,6.99,5.71,0,529.38,180
1571261296,40,35.15,32.23,21.12,1.48,3.8,6.4,7122.74,880.53,12480.23,4215.8,840781.16,5.12,20,1.5,4,10,100,0,0,1037.55,2,1.95,1.68,-6,59,6.95,5.76,0,534.39,180
1571261297,40,35.17,32.16,21.02,1.52,3.8,6.6,6883.15,917.12,11849.76,4111.95,808867.59,5.08,20,1.5,4,10,100,0,0,1037.55,2,2.01,1.86,-5.6,61,6.92,5.83,0,537.24,180
1571261298,40,35.2,32.22,21.08,1.42,3.6,6,7069.03,915.77,12337.58,4124.64,800925.9,5.07,20,1.5,4,10,100,0,0,1037.55,2,1.97,1.69,-4.8,59,6.98,5.86,0,540.58,180
1571261300,40,35.22,32.25,21.04,1.47,3.8,6.4,7229.79,964.18,12479.61,4247.95,792711.98,5.12,20,1.5,4,10,100,0,0,1037.55,2,1.99,1.65,-5.2,57,6.96,5.91,0,536.57,180
1571261301,40,35.23,32.28,21,1.46,3.6,6.4,7265.02,978.34,12486.76,4262.12,813116.15,5.09,20,1.5,4,10,100,0,0,1037.55,2,1.92,1.64,-6,61,6.97,5.95,0,521,180
1571261302,40,35.23,32.21,20.96,1.46,3.6,6.2,7086.28,930.67,12251.84,4305.72,821204.67,5.14,20,1.5,4,10,100,0,0,1037.55,2,2.04,1.68,-5.6,55,6.95,5.9,0,515.88,180
1571261304,40,35.25,32.25,21.04,1.41,3.6,6.4,7369.36,897.78,12532.58,4085.59,760866.28,5.11,20,1.5,4,10,100,0,0,1037.55,2,1.95,1.63,-6,58,6.92,5.89,0,526.27,180
1571261305,40,35.23,32.25,20.96,1.44,3.6,6,7245.81,1034.02,12144.55,4153.96,812819.03,5.08,20,1.5,4,10,100,0,0,1037.55,2,1.93,1.71,-6,63,7.09,5.98,0,527.82,180
1571261306,40,35.28,32.27,20.97,1.46,3.6,6,7140.24,977.6,12518.79,4158.39,814475.02,5.08,20,1.5,4,10,100,0,0,1037.55,2,2,1.7,-4.8,57,7.03,5.83,0,523.69,180
1571261307,40,35.34,32.28,21.01,1.41,3.6,6.2,7318.36,1027,12123.48,4177.36,837052.93,5.1,20,1.5,4,10,100,0,0,1037.55,2,1.93,1.59,-6,58,7.01,5.76,0,531.41,180
1571261309,40,35.38,32.41,20.99,1.41,3.6,6.2,7027.27,974.65,12249.01,4199.91,801628.55,5.09,20,1.5,4,10,100,0,0,1037.55,2,2.01,1.57,-6,54,6.99,5.92,0,528.73,180
1571261310,40,35.46,32.44,21.13,1.42,3.6,6.2,6802.95,968,12174.48,4254.11,804184.91,5.11,20,1.5,4,10,100,0,0,1037.55,2,1.98,2.11,-6,56,6.91,5.75,0,540.13,180
1571261311,40,35.49,32.28,20.9,1.47,3.8,6.4,7110.55,917.49,12334.62,4030.4,833050.49,5.08,20,1.5,4,10,100,0,0,1037.55,2,2.02,1.75,-6,55,6.9,5.73,0,527.3,180
1571261313,40,35.52,32.48,21.01,1.47,3.6,6.2,7339.43,1045.73,12523.71,4292.05,842532.13,5.08,20,1.5,4,10,100,0,0,1037.55,2,2,1.7,-5.6,56,6.94,5.89,0,526.05,180
1571261314,40,35.47,32.16,20.87,1.42,3.6,6.2,7423.56,1017.52,12848.93,4095.32,814287.16,5.09,20,1.5,4,10,100,0,0,1037.55,2,2.05,1.65,-5.6,59,6.91,5.77,0,527.03,180
1571261315,40,35.46,32.34,20.91,1.48,3.6,6.2,7186.43,969.97,12401.14,4096.92,819751.32,5.14,20,1.5,4,10,100,0,0,1037.55,2,2.04,1.72,-5.6,58,7.23,5.88,0,534.6,180
1571261317,40,35.51,32.44,20.97,1.43,3.6,6.2,8317.77,1115.94,13321.84,4526.1,865513.85,5.03,20,1.5,4,10,100,0,0,1037.55,2,2.02,1.69,-5.2,58,7.09,5.8,0,537.51,180
1571261318,40,35.59,32.47,20.91,1.42,3.6,6.2,6880.81,935.84,12402.13,4037.05,824331.5,5.07,20,1.5,4,10,100,0,0,1037.55,2,2,1.67,-5.6,60,7.16,5.75,0,543.52,180
1571261319,40,35.63,32.41,20.94,1.45,3.6,6.2,7287.32,1002.98,12333.51,4314.84,823443.46,5.1,20,1.5,4,10,100,0,0,1037.55,2,1.96,1.74,-6,58,7.16,5.73,0,526,180
1571261320,40,35.63,32.37,20.93,1.36,3.8,6.6,7148.98,941.88,12141.34,4143.73,835484.4,5.08,20,1.5,4,10,100,0,0,1037.55,2,1.99,1.51,-5.6,54,7.04,5.74,0,537.53,180
1571261322,40,35.64,32.52,20.98,1.47,3.8,6.2,7505.61,919.34,12818.62,4378.65,865469.38,5.12,20,1.5,4,10,100,0,0,1037.55,2,1.94,1.64,-5.2,58,7.05,5.88,0,530.63,180
1571261323,40,35.63,32.46,21,1.42,3.6,6.2,7072.98,903.32,12264.28,4208.16,820779.68,5.07,20,1.5,4,10,100,0,0,1037.55,2,2.01,1.68,-6,58,7,5.85,0,532.08,180
1571261324,40,35.66,32.44,21.06,1.45,3.6,6.2,7455.22,955.55,12812.71,4241.67,823551.86,5.09,20,1.5,4,10,100,0,0,1037.55,2,1.95,1.63,-5.2,55,6.95,5.71,0,527.09,180
1571261326,40,35.69,32.59,21.13,1.48,3.6,6,7085.79,941.88,12366.04,4202.25,866597.15,5.11,20,1.5,4,10,100,0,0,1037.55,2,1.97,1.67,-4.8,55,6.89,5.82,0,522.23,180
1571261327,40,35.68,32.41,20.94,1.42,3.6,6.2,7486.63,991.65,12565.6,4195.84,844813.04,5.1,20,1.5,4,10,100,0,0,1037.55,2,1.94,1.58,-6,55,6.95,5.77,0,519.16,180
1571261328,40,35.73,32.57,21.12,1.47,3.6,6.2,7856.32,1010.25,13162.31,4570.2,818836.05,5.07,20,1.5,4,10,100,0,0,1037.55,2,1.97,1.73,-5.6,60,7.21,5.76,0,550.9,180
1571261330,40,35.74,32.59,21.22,1.44,3.6,6.4,7293.48,934.24,12295.2,4157.16,823246.48,5.06,20,1.5,4,10,100,0,0,1037.55,3,2,1.69,-6,56,7.13,5.8,0,524.2,180
1571261331,40,35.88,33.67,21.23,2.29,4.2,7.8,12375.03,1287.91,12749.51,7167.34,747189.54,6.17,20,4,4,0,100,0,0,1037.55,3,2.94,3.26,-6.8,103,7.11,6.69,0,569.83,180
1571261332,40,35.29,32.34,21.12,2.4,3.6,7.4,12976.3,1343.84,11766.24,7239.65,739602.76,6.06,20,4,4,0,100,0,0,1037.55,3,3.05,2.94,-6.8,110,8.16,7.91,0,563.51,180
1571261334,40,34.84,32.24,21.14,2.34,3.8,7.4,12832.91,1270.66,12175.22,7285.84,725831.78,6.1,20,4,4,3.42,100,0,0,1037.55,3,2.94,2.81,-6,109,8.37,7.97,0,561.71,180
1571261335,40,34.59,32.5,21.1,2.35,3.8,7.4,13138.41,1276.58,12820.1,7429.85,749184.17,6.09,20,4,4,4.81,100,0,0,1037.55,3,2.99,2.81,-6.4,103,8.28,8.2,0,559.41,180
1571261336,40,34.41,32.59,21.03,2.33,4,7.6,12872.21,1354.43,12530.49,7430.46,739818.95,6.09,20,4,4,6.07,100,0,0,1037.55,3,3.05,2.8,-6,105,8.14,8.55,0,544.43,180
1571261337,40,34.29,32.58,21.11,2.31,4,7.6,13005.86,1296.16,12327.11,7271.55,707846,6.09,20,4,4,7.36,100,0,0,1037.55,3,3.05,2.8,-5.6,105,8.22,8.39,0,542.88,180
1571261339,40,34.23,32.69,21.11,2.26,3.8,7.4,13093.08,1392.74,12444.75,7351.75,757246.95,6.09,20,4,4,8.64,100,0,0,1037.55,3,2.99,2.81,-6.8,108,8.19,8.53,0,535.22,180
1571261340,40,34.23,33,21.22,2.31,4,7.6,13335.88,1474.04,12940.33,7461.14,726874.55,6.12,20,4,4,9.98,100,0,0,1037.55,3,2.91,2.76,-6,105,7.9,9.17,0,559.48,180
1571261341,40,34.22,33.02,21.25,2.34,3.8,7.4,13526.82,1475.4,12688.91,7345.46,787824.69,6.08,20,4,4,10,100,0,0,1037.55,3,2.95,2.76,-6,108,7.87,9.32,0,545.35,180
1571261343,40,34.17,32.88,21.16,2.34,3.8,7.6,13320.85,1332.63,12206.76,7111.41,712194.96,6.08,20,4,4,10,100,0,0,1037.55,3,3.01,2.84,-6,110,7.89,9.36,0,542.55,180
1571261344,40,34.17,32.91,21.31,2.32,4,7.6,13074.73,1381.41,12674.49,7422.33,782483.1,6.12,20,4,4,10,100,0,0,1037.55,3,2.92,2.81,-6.4,106,8.11,8.95,0,556.08,180
1571261345,40,34.15,32.82,21.24,2.33,4,7.6,13328.24,1318.95,12682.25,7348.17,696462.37,6.08,20,4,4,10,100,0,0,1037.55,3,3.02,3.23,-6.4,108,8.06,8.93,0,561.02,180
1571261347,40,34.16,32.98,21.19,2.36,3.8,7.4,13521.03,1420.46,12292.25,7594.79,720785.59,6.12,20,4,4,10,100,0,0,1037.55,3,2.94,2.65,-5.6,104,8.1,9.25,0,567.79,180
1571261348,40,34.15,32.92,21.22,2.29,3.8,7.6,13387.62,1345.56,12390.55,7278.82,683760.65,5.88,20,4,4,10,100,0,0,1037.55,3,3.07,2.8,-6.4,116,8.06,9.13,0,547.35,180
1571261349,40,34.18,32.98,21.31,2.33,3.8,7.6,13710.12,1345.07,12001.53,7460.89,733991.01,6.12,20,4,4,10,100,0,0,1037.55,3,2.92,2.82,-7.6,115,8.38,8.96,0,573.03,180
1571261350,40,34.23,33.02,21.5,2.31,3.8,7.4,13305.95,1322.4,12409.52,7288.43,711665.63,6.1,20,4,4,10,100,0,0,1037.55,3,2.91,2.81,-6.4,111,8.39,8.7,0,558.3,180
1571261352,40,34.33,33.29,21.59,2.31,4,7.4,13508.96,1424.77,12153.79,7301.86,698248.08,6.17,20,4,4,10,100,0,0,1037.55,3,2.93,2.7,-6.4,104,8.28,9.01,0,549.5,180
1571261353,40,34.39,33.31,21.57,2.26,4,7.4,13354.36,1431.67,12429.85,7503.02,737745.23,6.1,20,4,4,10,100,0,0,1037.55,3,2.98,2.67,-6,101,8.16,9.16,0,556.03,180
1571261354,40,34.4,33.25,21.59,2.31,3.8,7.2,13434.06,1394.34,12659.34,7203.55,756712.32,6.08,20,4,4,10,100,0,0,1037.55,3,3.03,2.7,-6.4,109,8.08,9.24,0,549.78,180
1571261356,40,34.47,33.4,21.78,2.34,4,7.4,13651.73,1434.13,12418.27,7329.94,764386.94,6.13,20,4,4,10,100,0,0,1037.55,3,2.92,2.79,-6.4,104,8.16,9.09,0,552.28,180
1571261357,40,34.54,33.34,21.74,2.36,4,7.6,13315.55,1395.21,12896.6,7309.74,703133.15,6.1,20,4,4,10,100,0,0,1037.55,3,2.92,2.81,-6,110,8.33,8.62,0,545.71,180
1571261358,40,34.56,33.38,21.69,2.39,4.2,7.8,13470.15,1453.84,12526.92,7541.58,728972.04,6.07,20,4,4,10,100,0,0,1037.55,3,3.02,2.76,-6.4,111,8.27,9.16,0,548.61,180
1571261360,40,34.55,33.29,21.66,2.32,4,7.4,13433.69,1368.23,12460.03,7434.9,759555.58,6.1,20,4,4,10,100,0,0,1037.55,3,2.9,2.8,-6.8,107,8.14,8.98,0,581.59,180
1571261361,40,34.55,33.21,21.61,2.29,3.8,7.4,13378.13,1380.55,12196.16,7454.24,733696.6,6.1,20,4,4,10,100,0,0,1037.55,3,3.04,2.7,-6.8,106,8.1,8.71,0,565.95,180
1571261362,40,34.57,33.34,21.72,2.3,4,7.6,13528.05,1455.57,12425.66,7320.95,758554.81,6.11,20,4,4,10,100,0,0,1037.55,3,3.01,2.68,-6,110,8.14,8.98,0,536.35,180
1571261363,40,34.61,33.48,21.77,2.33,3.8,7.2,13681.91,1417.5,12874.42,7552.05,755936.49,6.12,20,4,4,10,100,0,0,1037.55,3,2.93,2.72,-6,104,8.07,9.11,0,564.23,180
1571261365,40,34.65,33.53,21.87,2.36,4,7.6,13435.54,1426.25,12822.32,7420.36,768789.11,6.09,20,4,4,10,100,0,0,1037.55,3,3.03,2.91,-6.4,106,8.03,9.15,0,544.82,180
1571261366,40,34.65,33.54,21.85,2.33,3.8,7.2,13624.26,1366.87,11910.99,7375.03,705486.62,6.09,20,4,4,10,100,0,0,1037.55,3,2.87,2.63,-6,104,8.08,9.52,0,545.9,180
1571261367,40,34.66,33.55,21.84,2.32,4,7.4,13631.65,1423.42,12594.79,7579.02,738041.62,6.14,20,4,4,10,100,0,0,1037.55,3,2.94,2.73,-6.4,106,8.2,9.49,0,557.06,180
1571261369,40,34.68,33.55,21.9,2.22,4,7.4,13461.04,1451.75,12658.23,7415.43,763730.11,6.11,20,4,4,10,100,0,0,1037.55,3,3.07,2.55,-6.4,105,8.14,9.29,0,557.17,180
1571261370,40,34.69,33.54,21.88,2.33,3.8,7.4,13813.84,1369.21,12468.03,7550.57,761020.51,6.1,20,4,4,10,100,0,0,1037.55,3,2.96,2.71,-6.8,110,8.03,9.32,0,562.26,180
1571261371,40,34.68,33.55,21.82,2.37,4,7.4,13541.48,1368.35,12745.7,7420.98,757088.04,6.13,20,4,4,10,100,0,0,1037.55,3,2.88,2.78,-7.6,104,7.9,9.66,0,555.46,180
1571261373,40,34.67,33.6,21.84,2.35,3.8,7.4,13467.07,1401.61,12776.61,7564.24,742831.71,6.07,20,4,4,10,100,0,0,1037.55,3,3.03,2.84,-7.6,108,7.87,9.81,0,570.56,180
1571261374,40,34.65,33.48,21.71,2.31,4,7.6,13473.6,1398.78,12539.73,7446.72,761574.84,6.08,20,4,4,10,100,0,0,1037.55,3,3.04,2.6,-6,108,7.95,9.55,0,570.04,180
1571261375,40,34.66,33.45,21.66,2.34,3.8,7.2,13610.22,1453.47,12744.22,7346.94,764191.93,6.05,20,4,4,10,100,0,0,1037.55,3,3.03,2.77,-6,110,8.06,9.14,0,546.39,180
1571261377,40,34.63,33.5,21.74,2.35,4,7.6,13658.38,1375.25,12820.47,7462.98,742544.56,6.1,20,4,4,10,100,0,0,1037.55,3,3.07,2.74,-5.6,109,8.04,9.87,0,561.62,180
1571261378,40,34.57,33.41,21.68,2.35,3.8,7.4,13975.83,1514.82,12630.02,7534.68,761792.76,6.15,20,4,4,10,100,0,0,1037.55,3,2.96,2.77,-6.4,111,8.38,9.95,0,547.82,180
1571261379,40,34.54,33.41,21.65,2.25,4,7.6,13315.31,1413.68,12285.47,7344.6,716330.32,6.15,20,4,4,10,100,0,0,1037.55,3,3.07,3.13,-6.4,106,8.42,9.87,0,564.25,180
1571261380,40,34.52,33.44,21.6,2.31,3.8,7.2,13647.17,1357.02,12371.58,7276.23,735813.06,6.06,20,4,4,10,100,0,0,1037.55,3,2.96,2.69,-5.6,111,8.4,9.88,0,546.05,180
1571261382,40,34.49,33.3,21.69,2.31,3.8,7.6,13615.39,1430.56,12552.79,7560.42,785251.95,6.13,20,4,4,10,100,0,0,1037.55,3,2.96,2.75,-5.6,108,8.42,9.49,0,556.87,180
1571261383,40,34.52,33.39,21.62,2.32,3.8,7.4,13789.94,1347.66,12617.34,7575.82,723220.98,6.11,20,4,4,10,100,0,0,1037.55,3,2.91,3.22,-6,107,8.32,9.32,0,556.22,180
1571261384,40,34.5,33.31,21.65,2.39,3.8,7.4,13840.33,1447.19,11708.1,7614.5,721372.82,6.07,20,4,4,10,100,0,0,1037.55,3,3.04,2.82,-6.4,110,8.62,9.41,0,563.51,180
1571261386,40,34.46,33.21,21.59,2.26,3.8,7.4,13932.59,1436.47,11961.86,7479.74,729164.21,6.06,20,4,4,10,100,0,0,1037.55,3,2.96,2.62,-6.4,115,8.8,9.33,0,561.18,180
1571261387,40,34.43,33.3,21.53,2.27,3.6,7.4,13807.56,1367.61,12560.05,7387.47,748260.89,6.04,20,4,4,10,100,0,0,1037.55,3,2.99,2.68,-6.4,115,8.88,9.83,0,555.5,180
1571261388,40,34.48,33.36,21.55,2.33,4,7.6,14065.14,1384.12,12513.37,7478.87,755288.9,6.09,20,4,4,10,100,0,0,1037.55,2,2.94,3.33,-6.8,117,8.76,9.13,0,578.08,180
1571261390,40,34.45,33.06,21.64,1.51,3,5.4,11538.59,1298.75,12816.53,6209.19,690307.13,5.03,20,3,4,0,100,0,0,1037.55,2,2,1.71,-6,77,8.62,8.71,0,546.13,180
1571261391,40,34.49,33.13,21.61,1.54,3.4,5.8,11548.7,1264.38,12482.57,5910.35,633402.67,5.04,20,3,4,1.39,100,0,0,1037.55,2,1.99,2.15,-5.2,73,8.17,8.41,0,553.69,180
1571261392,40,34.51,33.16,21.67,1.47,3,5.4,11887.46,1219.3,12938.36,6136.76,659582.3,5.06,20,3,4,2.86,100,0,0,1037.55,2,1.93,1.64,-6,76,8.24,8.48,0,579.19,180
1571261394,40,34.51,33.06,21.78,1.49,3,5.8,11557.44,1305.9,12919.63,6089.95,684836.68,5.05,20,3,4,2.86,100,0,0,1037.55,2,2.03,1.62,-5.2,76,8.39,8.27,0,543.09,180
1571261395,40,34.47,32.96,21.74,1.44,3,5.4,11441.65,1187.76,12312.33,5908.62,648458.6,5.06,20,3,4,4.3,100,0,0,1037.55,2,1.92,1.59,-5.6,76,8.23,8.37,0,557.89,180
1571261396,40,34.38,32.82,21.62,1.46,3.2,5.6,11742.71,1266.48,12695.31,6223.73,679414.16,5.05,20,3,4,5.43,100,0,0,1037.55,2,1.93,1.6,-5.2,77,8.55,8.52,0,544.89,180
1571261397,40,34.33,32.72,21.69,1.54,3,5.6,11365.64,1263.89,12854.22,5989.43,642617.49,5.1,20,3,4,5.43,100,0,0,1037.55,2,1.94,1.79,-5.6,77,8.56,8.13,0,549,180
1571261399,40,34.24,32.72,21.56,1.52,3.2,5.8,11219.17,1358.5,12740.52,5997.44,692325.54,5.09,20,3,4,9.22,100,0,0,1037.55,2,2.01,2.17,-5.6,73,8.2,8.63,0,550.12,180
1571261400,40,34.12,32.55,21.47,1.48,3.2,5.6,11302.32,1202.91,12727.71,5970.58,720740.5,5.07,20,3,4,10,100,0,0,1037.55,2,2.03,2.05,-5.2,76,8.12,8.73,0,552.68,180
1571261401,40,34,32.4,21.39,1.5,3,5.4,11430.68,1242.33,12842.03,6035.75,672969.68,5.09,20,3,4,10,100,0,0,1037.55,2,1.94,1.56,-5.6,75,8.05,8.53,0,543.4,180
1571261403,40,33.9,32.41,21.41,1.49,3,5.4,11341,1267.34,12726.6,6030.33,662356.7,5.12,20,3,4,10,100,0,0,1037.55,2,1.95,2.09,-5.2,74,7.99,8.74,0,554.37,180
1571261404,40,33.82,32.29,21.49,1.48,3,5.4,11176.92,1210.92,12822.32,5950.5,670271.28,5.1,20,3,4,10,100,0,0,1037.55,2,1.94,2.05,-6,75,7.92,8.45,0,550.02,180
1571261405,40,33.74,32.31,21.38,1.57,3,5.4,11209.44,1266.85,12456.95,5863.66,675339.78,5.11,20,3,4,10,100,0,0,1037.55,2,1.99,1.73,-5.6,74,7.91,8.75,0,552.26,180
1571261407,40,33.68,32.34,21.43,1.51,3,5.4,11281.01,1205.01,12488.73,5829.9,661088.5,5.12,20,3,4,10,100,0,0,1037.55,2,1.96,1.73,-5.6,71,7.88,8.94,0,570.77,180
1571261408,40,33.62,32.25,21.42,1.56,3,5.4,11100.05,1206.61,12363.94,5831.51,665941.79,5.07,20,3,4,10,100.01,0,0,1037.55,2,1.93,1.7,-5.6,74,7.92,8.83,0,539.57,180
1571261409,40,33.6,32.35,21.4,1.45,3.2,5.6,11493.75,1232.85,12474.44,6204.14,675203.16,5.07,20,3,4,10,100,0,0,1037.55,2,1.95,1.62,-5.6,73,8.05,8.89,0,545.48,180
1571261410,40,33.59,32.27,21.4,1.53,3,5.6,11636.9,1247.26,12151.82,6108.55,659529.09,5.11,20,3,4,10,100,0,0,1037.55,2,1.95,1.82,-6.4,75,8.2,8.6,0,564.26,180
1571261412,40,33.53,32.09,21.35,1.49,3,5.6,11179.01,1194.29,12435.88,6018.13,668812.02,5.04,20,3,4,10,100,0,0,1037.55,2,1.98,1.63,-6,84,8.59,8.47,0,558.2,180
1571261413,40,33.49,32.01,21.24,1.5,3,5.4,11079.85,1155.98,12655.03,5909.61,680430.07,5.08,20,3,4,10,100,0,0,1037.55,2,1.94,2.11,-5.6,76,8.36,8.32,0,551.85,180
1571261414,40,33.38,31.86,21.06,1.47,3.2,5.6,11623.35,1252.43,12320.83,6106.7,649211.88,5.06,20,3,4,10,100,0,0,1037.55,2,1.98,1.59,-5.6,76,8.19,8.61,0,564.79,180
1571261416,40,33.31,31.89,21.15,1.46,3.4,5.8,11661.78,1199.59,12796.94,6011.73,701187.91,5.08,20,3,4,10,100,0,0,1037.55,2,2.08,2.02,-5.6,72,8.02,8.68,0,567.47,180
1571261417,40,33.24,31.77,21.09,1.46,3.2,5.8,11430.31,1218.56,12766.76,5988.57,662682.53,5.05,20,3,4,10,100,0,0,1037.55,2,2.02,1.6,-6,75,8.34,8.5,0,560.81,180
1571261418,40,33.17,31.85,21.12,1.57,3,5.4,11309.71,1219.67,12627.44,5989.68,643470.55,5.06,20,3,4,10,100,0,0,1037.55,2,1.94,1.68,-5.6,77,8.08,8.99,0,551.02,180
1571261420,40,33.11,31.87,21.16,1.43,3,5.4,11267.34,1289.64,12549.95,5977.73,642315.56,5.01,20,3,4,10,100,0,0,1037.55,2,1.9,1.6,-5.2,73,8.01,9.25,0,563.91,180
1571261421,40,33.06,31.72,21.09,1.53,3,5.4,11472.07,1229.89,12927.89,6140.33,681247.17,5.08,20,3,4,10,100,0,0,1037.55,2,1.96,2.12,-6,74,8.07,8.74,0,552.97,180
1571261422,40,33.05,31.75,21.13,1.53,3,5.4,11197.25,1217.2,13086.06,5865.51,664100.65,5.07,20,3,4,10,100,0,0,1037.55,2,2,1.69,-6,74,7.97,8.46,0,550.87,180
1571261423,40,33.01,31.67,21.09,1.53,3.2,5.6,11529.36,1312.92,12526.42,5998.67,701065.96,5.02,20,3,4,10,100,0,0,1037.55,2,2.03,1.74,-5.2,76,7.88,8.64,0,547.89,180
1571261425,40,32.97,31.62,21.01,1.53,3,5.4,11173.22,1225.95,12589.25,5909.36,667127.7,5.09,20,3,4,10,100,0,0,1037.55,2,1.93,2.1,-5.6,74,7.85,8.64,0,552.66,180
1571261426,40,32.97,31.69,21.09,1.48,3.2,5.6,11591.07,1311.44,12801.13,6065.07,672041.35,5.07,20,3,4,10,100,0,0,1037.55,2,2.06,1.58,-6,79,7.82,8.45,0,562.98,180
1571261427,40,32.95,31.75,21.18,1.52,3,5.4,11453.47,1253.42,12668.21,5803.42,638384.32,5.06,20,3,4,10,100,0,0,1037.55,2,1.94,1.64,-5.6,76,7.93,8.96,0,545.4,180
1571261429,40,32.95,31.69,21.16,1.51,3.2,5.6,11579.62,1208.7,12712.43,6086.38,675520.49,5.07,20,3,4,10,100,0,0,1037.55,2,1.95,1.67,-6,72,8.14,8.53,0,537.15,180
