time,Tset,Ts,Ts2,Ts3,P,Imax,Ip2p,O777,O845,N391,He706,sum_int,V,freq,q,dsep,q_o,D_c,x_pos,y_pos,T_emb,Pset,P_emb,Prms,Rdel,Is,sig1,sig2,subs_type,Rot,tm_el
1571260440,40,32.14,31.14,21.94,1.01,3.4,5.2,5757.96,739.86,10073.91,3199.76,652790.56,4.49,20,1.5,4,0,100,0,0,1037.55,1.5,1.48,1.58,-4,41,6.89,5.52,0,532.47,180
1571260441,40,32.79,31.41,22.33,1,3.6,5.2,5324.6,704.38,9893.32,2986.4,623638.7,4.41,20,1.5,4,0,100,0,0,1037.55,3,1.57,1.62,0.8,43,6.82,5.45,0,526.79,180
1571260443,40,33.74,33.08,22.56,2.23,4.6,8,12613.39,1392.87,14872.01,6937.59,805407.53,6.13,20,3,4,6.93,100,0,0,1037.55,3,3.01,3.42,-6.4,99,6.65,5.86,0,543.28,180
1571260444,40,34.16,33.07,22.48,2.38,4.2,7.8,12524.7,1409.5,14546.92,6881.67,777670.95,6.1,20,3,4,8.08,100,0,0,1037.55,3,2.92,3.41,-6.4,99,7.2,6.8,0,569.38,180
1571260445,40,34.53,33.53,22.71,2.25,4.6,8.2,12170.54,1319.82,14768.53,6698.37,795071.85,6.08,20,3,4,9.42,100,0,0,1037.55,3,3.05,2.63,-6,95,7.34,7.22,0,559.37,180
1571260446,40,34.9,33.87,22.67,2.33,4.4,7.8,12862.6,1356.53,14737.37,7116.58,783585.86,6.17,20,3,4,10,100,0,0,1037.55,3,3.01,3.29,-6,96,7.18,7.3,0,557.63,180
1571260448,40,35.23,34.01,22.73,2.36,4,7.6,12996.99,1369.21,14473.87,6841.39,806602.44,6.13,20,3,4,10,100,0,0,1037.55,3,2.91,2.8,-6.4,108,7.67,7.14,0,556.91,180
1571260449,40,35.51,34.21,22.64,2.29,4.6,8,12834.39,1370.45,15083.64,6772.4,780204.4,6.07,20,3,4,10,100,0,0,1037.55,3,3.11,2.67,-6,100,7.8,7.27,0,544.04,180
1571260450,40,35.75,34.42,22.68,2.32,4.4,7.8,12653.8,1423.91,14853.9,6783.73,824648.34,6.1,20,3,4,10,100,0,0,1037.55,3,3.02,2.7,-6,97,7.55,7.45,0,555.16,180
1571260452,40,35.93,34.37,22.57,2.3,4.8,8,12610.81,1509.65,14897.51,6754.79,851493.91,6.1,20,3,4,10,100,0,0,1037.55,3,2.95,3.28,-6.8,98,7.36,7.28,0,576.25,180
1571260453,40,36.07,34.48,22.64,2.27,4.4,7.8,12616.97,1410.48,14824.09,6828.82,811212.93,6.15,20,3,4,10,100,0,0,1037.55,3,2.92,3.24,-5.2,101,7.31,7.43,0,553.58,180
1571260454,40,36.18,34.57,22.61,2.27,4.8,8.2,13017.07,1471.21,14828.65,6873.17,805111.76,6.08,20,3,4,10,100,0,0,1037.55,3,2.99,3.31,-5.6,98,7.32,7.61,0,553.37,180
1571260456,40,36.3,34.69,22.62,2.36,4.6,7.8,12661.31,1431.42,15182.07,6821.68,807623.16,6.1,20,3,4,10,100,0,0,1037.55,3,2.92,3.37,-6,101,7.33,7.52,0,558.97,180
1571260457,40,36.48,34.85,22.81,2.32,4.6,8,12855.33,1426.49,14233.91,6809.73,800984.29,6.2,20,3,4,10,100,0,0,1037.55,3,3.02,3.33,-5.6,95,7.38,7.3,0,565.33,180
1571260458,40,36.57,34.82,22.75,2.33,4.4,7.6,12906.82,1473.31,14933.73,6685.68,810318.35,6.11,20,3,4,10,100,0,0,1037.55,3,2.92,3.34,-6,101,7.36,7.41,0,573.26,180
1571260459,40,36.66,34.88,22.77,2.4,4.4,7.6,12804.21,1490.06,14992.61,6826.48,797352.27,6.11,20,3,4,10,100,0,0,1037.55,3,3.04,2.83,-5.6,98,7.37,7.39,0,557.07,180
1571260461,40,36.76,35.09,22.89,2.3,4.4,7.8,12676.34,1427.73,14848.36,6757.13,817619.34,6.11,20,3,4,10,100,0,0,1037.55,3,2.93,2.57,-5.6,102,7.33,7.58,0,561.64,180
1571260462,40,36.86,35.22,22.94,2.2,4.6,8,13050.58,1497.7,15079.83,6925.4,839787.79,6.1,20,3,4,10,100,0,0,1037.55,3,3.05,3.11,-5.2,100,7.32,7.65,0,556.14,180
1571260463,40,36.92,35.28,22.97,2.33,4.6,8,12921.6,1469.36,14866.59,6986.01,791829.1,6.17,20,3,4,10,100,0,0,1037.55,3,2.98,3.39,-6,95,7.32,7.78,0,561.46,180
1571260465,40,37,35.29,22.98,2.24,4.6,7.8,13110.94,1464.44,15250.19,6969.38,811841.91,6.13,20,3,4,10,100,0,0,1037.55,3,2.87,2.51,-6,98,7.35,7.63,0,556.82,180
1571260466,40,37.05,35.34,23,2.3,4.4,7.6,12752.72,1454.95,14903.67,6800.73,807954.9,6.13,20,3,4,10,100,0,0,1037.55,3,2.92,3.35,-6,99,7.5,7.73,0,577.23,180
1571260467,40,37.05,35.21,22.91,2.32,4.6,8,12746.06,1385.1,14763.61,6798.76,801109.33,6.1,20,3,4,10,100,0,0,1037.55,3,2.97,3.28,-5.6,100,7.48,7.68,0,554.45,180
1571260469,40,37.1,35.38,22.98,2.32,4.6,8,12915.45,1414.05,14902.56,6923.67,788065.89,6.11,20,3,4,10,100,0,0,1037.55,3,3.01,3.25,-5.2,97,7.47,7.77,0,552.45,180
1571260470,40,37.14,35.28,22.92,2.31,4.4,7.6,13115.99,1453.1,15105.45,6908.89,832825.31,6.11,20,3,4,10,100,0,0,1037.55,3,2.97,3.28,-6,99,7.36,7.52,0,554.65,180
1571260471,40,37.21,35.49,22.93,2.29,4.4,7.6,13330.58,1527.26,14451.7,6966.67,782954.53,6.17,20,3,4,10,100,0,0,1037.55,3,2.95,2.51,-5.6,100,7.42,7.69,0,560.38,180
1571260472,40,37.3,35.63,23.13,2.34,4.6,8,13283.16,1423.66,15097.07,7148.61,831076.68,6.08,20,3,4,10,100,0,0,1037.55,3,3.01,3.39,-6,101,7.56,7.67,0,564.89,180
1571260474,40,37.4,35.78,23.19,2.19,4.6,8,12999.58,1456.06,15038.19,6946.96,850362.2,6.13,20,3,4,10,100,0,0,1037.55,3,2.9,3.02,-5.6,102,7.47,7.81,0,571.42,180
1571260475,40,37.48,35.69,23.06,2.34,4.6,7.8,13064.99,1399.76,15040.41,6897.68,818061.09,6.16,20,3,4,10,100,0,0,1037.55,3,3.02,3.34,-5.6,97,7.45,7.55,0,551.86,180
1571260476,40,37.51,35.69,23.12,2.33,4.2,7.8,13533.72,1458.89,14792.92,7312.57,812351.78,6.09,20,3,4,10,100,0,0,1037.55,3,2.93,3.26,-6.4,106,7.45,7.68,0,559.47,180
1571260478,40,37.57,35.72,23.19,2.28,4.6,7.8,12892.66,1433.39,14758.06,6713.64,782064.02,6.08,20,3,4,10,100,0,0,1037.55,3,2.94,2.64,-5.2,99,7.52,7.49,0,566.57,180
1571260479,40,37.58,35.66,23.02,2.29,4.4,7.8,13252.73,1426,13777.01,7008.18,757094.69,6.12,20,3,4,10,100,0,0,1037.55,3,2.94,3.38,-5.6,103,7.54,7.62,0,561.87,180
1571260480,40,37.58,35.64,23.06,2.26,4.4,7.8,12804.33,1480.82,14512.92,6812.56,788829.77,6.08,20,3,4,10,100,0,0,1037.55,3,3.02,2.59,-6,99,7.91,7.61,0,573.69,180
1571260482,40,37.58,35.63,22.99,2.28,4.4,7.6,12841.29,1405.43,14985.22,6772.28,811121.15,6.1,20,3,4,10,100,0,0,1037.55,3,3.07,3.27,-6.4,98,7.75,7.59,0,546.84,180
1571260483,40,37.6,35.62,22.97,2.24,4.6,8,12951.29,1449.9,15043.73,6856.54,830957.19,6.1,20,3,4,10,100,0,0,1037.55,3,3.05,3.29,-4.8,100,7.49,7.5,0,568.9,180
1571260484,40,37.64,35.75,23.06,2.29,4.4,7.8,12891.79,1472.32,14801.67,7077.9,823645.6,6.09,20,3,4,10,100,0,0,1037.55,3,2.96,3.17,-6,102,7.45,7.54,0,546.03,180
1571260486,40,37.65,35.74,23.01,2.26,4.4,7.8,13194.46,1428.59,14683.04,6970.98,809942.75,6.08,20,3,4,10,100,0,0,1037.55,3,3.04,3.21,-6.4,102,7.41,7.69,0,588.86,180
1571260487,40,37.67,35.7,22.97,2.27,4.6,8,12934.29,1482.05,14579.69,6942.52,797794.88,6.15,20,3,4,10,100,0,0,1037.55,3,2.94,3.28,-5.2,104,7.49,7.5,0,571.05,180
1571260488,40,37.7,35.85,23.06,2.35,4.6,7.8,12885.88,1414.92,14931.51,6713.89,798046.3,6.13,20,3,4,10,100,0,0,1037.55,3,2.93,2.72,-6,97,7.53,7.71,0,557.98,180
1571260490,40,37.7,35.77,22.91,2.32,4.6,7.8,12742.74,1384.12,14701.77,6718.2,778806.61,6.14,20,3,4,10,100,0,0,1037.55,3,3,3.33,-6,105,7.46,7.7,0,555.11,180
1571260491,40,37.71,35.81,23.05,2.35,4.4,7.8,12956.22,1391.63,14486.93,6910.62,799335.32,6.11,20,3,4,10,100,0,0,1037.55,3,3.01,3.32,-6,100,7.52,7.67,0,544.23,180
1571260492,40,37.71,35.75,23.09,2.36,4.2,7.8,13283.16,1447.07,14111.71,6916.9,775297.04,6.05,20,3,4,10,100,0,0,1037.55,3,2.95,2.67,-6,104,7.65,7.57,0,562.24,180
1571260494,40,37.72,35.75,22.87,2.39,4.4,7.6,12799.03,1519.99,14325.06,6629.38,795538.48,6.13,20,3,4,10,100,0,0,1037.55,3,2.94,2.72,-5.2,98,7.96,7.59,0,560.1,180
1571260495,40,37.7,35.7,22.84,2.34,4.4,7.6,12711.08,1450.76,14302.64,6798.89,795608.45,6.19,20,3,4,0,100,0,0,1037.55,3,3,3.38,-5.6,100,7.8,7.66,0,563.05,180
1571260496,40,37.7,35.66,22.7,2.27,4.2,7.6,13112.79,1370.32,15050.75,6872.92,816455.23,6.12,20,3,4,0,100,0,0,1037.55,3,2.89,2.59,-6,100,7.68,7.56,0,561.71,180
1571260498,40,37.67,35.58,22.72,2.3,4.6,7.6,13062.65,1451.26,15201.9,6944.49,819259.44,6.13,20,3,4,1.49,100,0,0,1037.55,3,2.96,3.22,-6,97,7.58,7.53,0,565.98,180
1571260499,40,37.65,35.63,22.77,2.3,4.6,7.8,13093.7,1386.34,14509.72,6947.45,797288.09,6.1,20,3,4,1.49,100,0,0,1037.55,3,3.03,3.26,-5.2,100,7.54,7.65,0,551.49,180
1571260500,40,37.67,35.73,22.87,2.36,4.4,7.6,13129.79,1436.47,14747.1,7100.57,835806.04,6.11,20,3,4,5.16,100,0,0,1037.55,3,3.07,3.35,-5.2,99,7.65,7.59,0,549.39,180
1571260502,40,37.7,35.84,22.89,2.35,4.6,7.8,13302.99,1448.18,14454.53,6976.52,778121.2,6.16,20,3,4,6.39,100,0,0,1037.55,3,2.94,3.41,-4.8,97,7.62,7.7,0,554.4,180
1571260503,40,37.75,35.88,23.05,2.3,4.4,8,12992.31,1472.2,14050.24,6916.28,790054.85,6.12,20,3,4,6.39,100,0,0,1037.55,3,2.91,2.54,-4.8,99,7.6,7.64,0,566.17,180
1571260504,40,37.76,35.89,22.95,2.3,4.6,8,12808.27,1557.32,14884.33,7113.75,828798.11,6.07,20,3,4,8.12,100,0,0,1037.55,3,3,3.23,-6,99,7.61,7.77,0,547.24,180
1571260506,40,37.77,35.77,22.94,2.26,4.4,7.8,13230.06,1438.44,14880.14,6966.79,827201.74,6.11,20,3,4,8.12,100,0,0,1037.55,3,2.99,3.18,-5.6,99,7.55,7.5,0,569.71,180
1571260507,40,37.79,35.98,22.96,2.27,4.6,7.8,13075.83,1473.8,14985.71,6957.67,830123.84,6.14,20,3,4,10,100,0,0,1037.55,3,2.96,3.2,-5.6,94,7.49,7.9,0,558.33,180
1571260508,40,37.82,35.84,23.01,2.27,4.4,7.6,13135.58,1472.69,14909.71,7066.57,833513.8,6.09,20,3,4,10,100,0,0,1037.55,3,2.99,3.26,-5.6,99,7.45,7.51,0,581.15,180
1571260509,40,37.8,35.85,22.86,2.28,4.6,8,12999.21,1448.67,14408.21,6827.22,789603.74,6.07,20,3,4,10,100,0,0,1037.55,3,3.08,3.24,-5.6,104,7.47,7.81,0,547.4,180
1571260511,40,37.76,35.81,22.84,2.27,4.2,7.6,13013.99,1503.24,14701.52,6844.34,807357.69,6.1,20,3,4,10,100,0,0,1037.55,3,2.92,3.2,-6,104,7.59,7.89,0,568.82,180
1571260512,40,37.75,35.75,22.82,2.32,4.6,7.8,13248.79,1518.02,14730.35,7032.32,796426.04,6.11,20,3,4,10,100,0,0,1037.55,3,2.89,3.31,-5.2,103,7.57,7.61,0,567.24,180
1571260513,40,37.78,35.88,23,2.3,4.6,7.6,13126.59,1461.36,15008.38,6921.83,810415.54,6.16,20,3,4,10,100,0,0,1037.55,3,2.93,3.22,-5.6,97,7.53,7.61,0,552.11,180
1571260515,40,37.79,35.86,23.08,2.35,4.6,7.8,12815.54,1475.65,14631.8,6795.68,818777.04,6.13,20,3,4,10,100,0,0,1037.55,3,2.91,3.35,-5.6,97,7.45,7.63,0,560.16,180
1571260516,40,37.78,35.81,22.92,2.33,4.6,7.8,13242.14,1494.99,14283.67,6997.59,772913.51,6.18,20,3,4,10,100,0,0,1037.55,3,2.95,3.39,-6,99,7.54,7.71,0,557.39,180
1571260517,40,37.76,35.81,23.03,2.3,4.2,7.8,13007.59,1403.21,14074.87,6756.02,758512.31,6.07,20,3,4,10,100,0,0,1037.55,3,2.88,3.24,-6.8,106,8.08,7.72,0,565.14,180
1571260519,40,37.79,35.82,22.98,2.32,4.4,7.6,13270.22,1396.68,14936.68,7131,825835.36,6.1,20,3,4,10,100,0,0,1037.55,3,3.01,2.71,-5.6,99,8.22,7.5,0,570.04,180
1571260520,40,37.8,35.82,22.85,2.31,5,8,13376.65,1491.41,14399.47,6837.2,865876.38,6.14,20,3,4,10,100,0,0,1037.55,3,2.92,2.71,-5.2,97,7.9,7.59,0,544.75,180
1571260521,40,37.8,35.84,22.78,2.3,4.2,7.4,13018.06,1397.3,14820.27,6609.67,829766.72,6.08,20,3,4,10,100,0,0,1037.55,3,3.04,2.6,-5.6,99,7.83,7.73,0,568.21,180
1571260522,40,37.78,35.7,22.64,2.25,4.6,7.8,13030.38,1381.53,14820.89,6781.15,789878.57,6.19,20,3,4,10,100,0,0,1037.55,3,2.93,3.21,-4.8,96,7.77,7.54,0,564.1,180
1571260524,40,37.72,35.56,22.63,2.34,4.4,7.6,13141.62,1438.94,14419.55,6852.6,782148.65,6.1,20,3,4,10,100,0,0,1037.55,3,2.97,3.38,-3.2,98,7.66,7.59,0,569.03,180
1571260525,40,37.64,35.53,22.61,2.3,4.4,7.6,13205.18,1397.18,15138.46,7051.91,821065.23,6.13,20,3,4,10,100,0,0,1037.55,3,3.02,2.66,-5.6,100,7.82,7.69,0,570.43,180
1571260526,40,37.64,35.7,22.66,2.26,4.6,7.8,12895.86,1506.81,14819.78,6808.13,796437.62,6.11,20,3,4,10,100,0,0,1037.55,3,2.98,3.19,-6,95,7.67,7.75,0,560.87,180
1571260528,40,37.61,35.61,22.65,2.32,4.4,7.6,12917.79,1346.18,15005.54,6923.67,806130.14,6.11,20,3,4,10,100,0,0,1037.55,3,2.99,3.29,-6,98,7.57,7.73,0,573.31,180
1571260529,40,37.63,35.73,22.78,2.29,4.4,7.6,13073.74,1499.79,14447.63,6990.69,827105.66,6.16,20,3,4,10,100,0,0,1037.55,3,3.06,3.27,-5.6,99,7.55,7.69,0,556.57,180
1571260530,40,37.65,35.72,22.83,2.34,4.4,7.6,13445.39,1480.57,14580.55,6955.09,804318.32,6.09,20,3,4,10,100,0,0,1037.55,3,3.06,3.16,-6,105,7.77,7.62,0,546.76,180
1571260532,40,37.68,35.76,22.82,2.35,4.4,7.8,13121.78,1461.23,14940.38,6935.75,834923.91,6.13,20,3,4,10,100,0,0,1037.55,3,2.93,3.38,-6,100,7.87,7.63,0,565.32,180
1571260533,40,37.68,35.78,22.72,2.25,4.4,7.6,13089.75,1415.16,14646.21,7002.02,798005.28,6.17,20,3,4,10,100,0,0,1037.55,3,2.92,2.67,-5.6,100,7.72,7.79,0,552.48,180
1571260534,40,37.67,35.69,22.72,2.35,4.4,7.6,13180.67,1414.79,14360.3,6863.56,789925.26,6.11,20,3,4,10,100,0,0,1037.55,3,3.03,3.29,-5.2,101,7.76,7.67,0,564.53,180
1571260536,40,37.66,35.61,22.68,2.33,4.2,7.8,12759.37,1421.81,14788.61,6879.94,792249.41,6.12,20,3,4,10,100,0,0,1037.55,3,2.92,2.7,-6.4,103,7.91,7.56,0,554.33,180
1571260537,40,37.68,35.66,22.71,2.35,4.6,7.8,12793.37,1397.3,14394.29,6782.87,809237.88,6.12,20,3,4,10,100,0,0,1037.55,3,2.89,3.31,-5.2,101,7.88,7.46,0,575.95,180
1571260538,40,37.67,35.6,22.56,2.2,4.2,7.8,12819.11,1413.68,14197.69,6677.55,804025.51,6.13,20,3,4,10,100,0,0,1037.55,3,3,3.08,-6,99,7.76,7.55,0,559.98,180
1571260539,40,37.64,35.51,22.5,2.28,4.6,7.8,13037.89,1414.79,14915,6711.42,800417.88,6.15,20,3,4,10,100,0,0,1037.55,3,3.03,3.31,-5.2,101,7.72,7.54,0,560.11,180
1571260541,40,37.65,35.51,22.61,2.27,4.4,7.6,12849.91,1409.37,14455.52,6717.71,767574.5,6.13,20,3,4,10,100,0,0,1037.55,3,3.01,3.19,-5.2,99,7.63,7.34,0,556.76,180
1571260542,40,37.59,35.41,22.45,2.3,4.4,7.8,13011.41,1456.18,14771.49,6961.12,797013.76,6.11,20,3,4,10,100,0,0,1037.55,3,2.99,3.22,-6,102,7.66,7.51,0,569.4,180
1571260543,40,37.56,35.5,22.53,2.38,4.2,7.6,13318.76,1468.62,13779.84,6889.31,791149.36,6.11,20,3,4,10,100,0,0,1037.55,3,2.94,2.83,-6.4,102,7.84,7.65,0,568.5,180
1571260545,40,37.52,35.38,22.55,2.29,4.4,7.6,12777.48,1404.81,13964.13,6671.02,791110.31,6.12,20,3,4,10,100,0,0,1037.55,3,3.02,2.66,-5.2,101,8.16,7.51,0,563.3,180
1571260546,40,37.53,35.45,22.51,2.33,4.2,7.6,13137.92,1496.1,15389.52,7022.1,807248.3,6.16,20,3,4,10,100,0,0,1037.55,3,2.94,2.71,-6,99,7.97,7.39,0,559.62,180
1571260547,40,37.58,35.64,22.56,2.23,4.2,7.4,13038.88,1425.14,14761.51,6990.93,823954.06,6.11,20,3,4,10,100,0,0,1037.55,3,3.03,2.69,-5.2,99,7.82,7.56,0,565.31,180
1571260549,40,37.64,35.76,22.69,2.25,4.4,7.6,13145.31,1416.89,15057.53,6952.25,764618.28,6.13,20,3,4,10,100,0,0,1037.55,3,3.04,3.24,-6,98,7.78,7.61,0,570.1,180
1571260550,40,37.68,35.81,22.7,2.32,4.4,7.8,13017.2,1426.86,14704.72,6931.8,804266.22,6.18,20,3,4,10,100,0,0,1037.55,3,3.08,2.66,-5.2,99,7.68,7.71,0,582.44,180
1571260551,40,37.72,35.81,22.73,2.3,4.6,7.8,13037.28,1435.24,14432.24,7036.14,799894.34,6.12,20,3,4,10,100,0,0,1037.55,3,3.02,3.24,-6,99,7.68,7.59,0,573.42,180
1571260552,40,37.71,35.66,22.61,2.23,4.4,7.8,13016.7,1494.25,14402.3,6952.38,810494.5,6.14,20,3,4,10,100,0,0,1037.55,3,2.96,2.57,-5.2,99,7.72,7.58,0,568.71,180
1571260554,40,37.73,35.72,22.72,2.36,4.2,7.6,13016.34,1566.43,15181.33,7094.78,801951.06,6.1,20,3,4,10,100,0,0,1037.55,3,3.02,2.78,-6.4,101,7.97,7.49,0,570.56,180
1571260555,40,37.8,35.73,22.73,2.3,4.4,7.6,13081.38,1491.04,15150.41,6902.36,830587.63,6.16,20,3,4,10,100,0,0,1037.55,3,2.94,3.22,-5.2,99,7.73,7.26,0,568.67,180
1571260556,40,37.87,35.94,22.89,2.28,4.6,7.8,13133.12,1474.91,14691.91,6972.83,826818.14,6.14,20,3,4,10,100,0,0,1037.55,2,2.88,3.15,-5.6,99,7.63,7.48,0,553.65,180
1571260558,40,37.74,35.27,22.88,1.41,3.8,6,9403.29,982.04,13098.99,4846.26,724903.95,5.06,20,2,4,2.52,100,0,0,1037.55,2,1.91,2,-6,65,7.72,7.16,0,539.19,180
1571260559,40,37.78,35.23,22.94,1.41,4,6.4,9044.45,1107.69,13273.79,4964.89,740404.33,5.06,20,2,4,3.88,100,0,0,1037.55,2,1.94,2.1,-5.2,61,7.51,6.52,0,545.49,180
1571260560,40,37.76,35.02,22.83,1.44,4.2,6.4,8959.32,1088.1,12975.68,4690.19,769780.02,5,20,2,4,3.88,100,0,0,1037.55,2,1.95,2.14,-3.6,63,7.44,6.46,0,532.97,180
1571260562,40,37.71,34.92,22.88,1.41,4.4,6.6,9114.54,1159.06,13236.22,4814.97,758937.31,5.03,20,2,4,5.28,100,0,0,1037.55,2,2.02,2.12,-4.4,64,7.41,6.44,0,546.31,180
1571260563,40,37.67,34.81,22.9,1.41,3.8,6,9331.22,1120.62,13242.26,5087.83,746605.27,5.07,20,2,4,6.89,100,0,0,1037.55,2,2.07,2.14,-4.8,65,7.38,6.3,0,552.91,180
1571260564,40,37.55,34.66,22.84,1.45,4.4,6.6,9034.22,1127.89,13020.15,5022.54,718278.88,5.02,20,2,4,6.89,100,0,0,1037.55,2,2.01,2.09,-4.8,66,7.51,6.47,0,540.3,180
1571260565,40,37.45,34.59,22.72,1.47,4.2,6.6,9119.1,1116.81,12924.81,4735.27,681541.09,5.01,20,2,4,10,100,0,0,1037.55,2,1.95,2.18,-4.8,66,7.49,6.43,0,544.86,180
1571260567,40,37.36,34.46,22.72,1.53,4,6.4,9950.6,1194.66,13753.97,5180.59,735969.51,5.11,20,2,4,10,100,0,0,1037.55,2,1.97,2.36,-6,63,7.5,6.34,0,548.48,180
1571260568,40,37.3,34.51,22.74,1.39,4,6.2,8888.74,1069.01,12916.8,4643.01,729196.98,5.07,20,2,4,10,100,0,0,1037.55,2,1.91,2.1,-4.8,59,7.47,6.38,0,534.54,180
1571260569,40,37.24,34.43,22.7,1.45,4.2,6.4,9224.3,1135.41,13362.36,4849.84,768586.23,5.05,20,2,4,10,100,0,0,1037.55,2,1.91,2.18,0,63,7.44,6.38,0,546.46,180
1571260571,40,37.19,34.46,22.88,1.44,4.2,6.6,9074.75,1063.1,13381.34,4857.1,707291.05,5.01,20,2,4,10,100,0,0,1037.55,2,2,2.17,-5.6,64,7.37,6.37,0,555.45,180
1571260572,40,37.1,34.25,22.78,1.45,4.2,6.4,9131.42,1077.63,13040.11,4752.27,731578.66,5.03,20,2,4,10,100,0,0,1037.55,2,2.06,2.2,-4.4,64,7.33,6.31,0,544.14,180
1571260573,40,37.03,34.2,22.78,1.45,4.2,6.4,9155.68,1153.39,13160.34,4891.23,738532.76,5.01,20,2,4,10,100,0,0,1037.55,2,2.03,2.21,-4.8,63,7.31,6.3,0,529.5,180
1571260575,40,37.01,34.42,22.73,1.44,3.8,6,9330.24,1100.91,13334.89,4906.63,745273.75,5.11,20,2,4,10,100,0,0,1037.55,2,1.98,2.19,-5.2,64,7.4,6.48,0,531.76,180
1571260576,40,37,34.38,22.92,1.44,4.2,6.4,9531.4,1135.9,13653.08,5002.46,690908.4,4.97,20,2,4,10,100,0,0,1037.55,2,1.81,2.22,0,60,7.36,6.37,0,563.65,180
1571260577,40,37,34.29,22.84,1.43,4,6.2,9208.9,1112.99,13513.14,4885.93,755310.46,5.09,20,2,4,10,100,0,0,1037.55,2,1.97,2.15,-5.2,63,7.38,6.26,0,535.08,180
1571260578,40,36.98,34.28,22.84,1.42,4,6.2,9123.04,1045.85,13193.23,4919.44,726284.12,5.03,20,2,4,10,100,0,0,1037.55,2,1.96,2.11,-5.2,65,7.3,6.31,0,539.59,180
1571260580,40,36.89,34.16,22.66,1.47,4.2,6.4,9342.68,1075.91,13347.34,4926.09,734140.81,5.03,20,2,4,10,100,0,0,1037.55,2,2.01,2.23,-4.4,68,7.3,6.44,0,548.7,180
1571260581,40,36.88,34.18,22.78,1.46,4,6.2,9131.78,1073.32,13302.62,4792.43,721374.42,5.03,20,2,4,10,100,0,0,1037.55,2,2.05,2.21,-5.2,62,7.32,6.26,0,525.41,180
1571260582,40,36.85,34.18,22.75,1.44,4.2,6.4,9093.47,1088.84,13278.35,4903.92,757235.74,5.04,20,2,4,10,100,0,0,1037.55,2,1.96,2.15,-3.6,61,7.3,6.38,0,532.67,180
1571260584,40,36.77,33.99,22.65,1.47,4,6.2,9390.85,1117.05,13601.47,4962.55,748064.9,5.04,20,2,4,10,100,0,0,1037.55,2,1.92,2.23,-4.8,61,7.25,6.33,0,541.9,180
1571260585,40,36.79,34.08,22.74,1.42,4.2,6.4,9260.39,1000.64,13515.49,4895.29,701129.4,5.03,20,2,4,10,100,0,0,1037.55,2,1.91,2.13,0,66,7.31,6.17,0,553.32,180
1571260586,40,36.77,34.14,22.74,1.42,4.2,6.4,9225.04,1065.93,13299.91,4902.07,724231.72,5,20,2,4,10,100,0,0,1037.55,2,2.01,2.1,-4.4,63,7.33,6.38,0,552.67,180
1571260588,40,36.73,34.05,22.72,1.47,4.2,6.6,9316.44,1145.63,13208.75,4972.41,744404.18,5.06,20,2,4,10,100,0,0,1037.55,2,1.97,2.24,-4.4,63,7.28,6.33,0,552.12,180
1571260589,40,36.74,34.12,22.8,1.45,4.2,6.6,9307.82,1134.67,13303.11,4938.04,745715.87,5.03,20,2,4,10,100,0,0,1037.55,2,2,2.23,-6,64,7.24,6.29,0,536.1,180
1571260590,40,36.73,34.08,22.78,1.46,4,6.4,9554.19,1142.3,13497.99,4856.73,736760.24,5.1,20,2,4,10,100,0,0,1037.55,2,1.96,2.19,-6,62,7.29,6.28,0,544.19,180
1571260591,40,36.7,33.95,22.75,1.45,4.2,6.4,9095.44,1046.34,13189.04,4788.86,710323.89,5.02,20,2,4,10,100,0,0,1037.55,2,2,2.18,-3.6,62,7.28,6.25,0,555.77,180
1571260593,40,36.64,33.87,22.59,1.46,4,6.2,9396.39,1169.41,13590.63,4982.14,762775.54,5.02,20,2,4,10,100,0,0,1037.55,2,2.02,2.18,-5.2,67,7.3,6.28,0,551.88,180
1571260594,40,36.63,33.93,22.62,1.42,4.2,6.4,9442.09,1112.12,13472.49,5048.91,762446.39,5.04,20,2,4,10,100,0,0,1037.55,2,1.91,2.1,-2.4,65,7.33,6.24,0,541.21,180
1571260595,40,36.6,33.97,22.75,1.42,4.2,6.4,9071.92,1078.99,13247.43,4940.87,717088.65,5.01,20,2,4,10,100,0,0,1037.55,2,2.01,2.11,-4.4,64,7.26,6.37,0,548.33,180
1571260597,40,36.58,33.86,22.68,1.45,4.4,6.6,8976.69,1135.9,13280.94,4929.91,747170.2,5.03,20,2,4,10,100,0,0,1037.55,2,1.99,2.21,-5.2,63,7.19,6.21,0,544.27,180
1571260598,40,36.57,34.01,22.8,1.51,4.4,6.8,9027.2,1144.28,13027.18,4964.03,726182.86,5.02,20,2,4,10,100,0,0,1037.55,2,1.93,2.28,-5.2,63,7.16,6.37,0,550.38,180
1571260599,40,36.56,34,22.74,1.43,3.8,6,9244.99,1132.7,13577.32,5078.84,753152.24,5.03,20,2,4,10,100,0,0,1037.55,2,1.99,2.07,-5.6,65,7.25,6.39,0,535.35,180
1571260601,40,36.57,33.94,22.78,1.46,4,6.4,9568.97,1124.32,13262.34,5028.33,727562.92,5.04,20,2,4,10,100,0,0,1037.55,2,1.91,2.17,-4.8,64,7.25,6.26,0,548.97,180
1571260602,40,36.59,34.07,22.84,1.47,4,6.4,9475.97,1155.36,13997.88,5190.45,763674.3,5.05,20,2,4,10,100,0,0,1037.55,2,1.92,2.25,-0.4,63,7.55,6.36,0,540.77,180
